"split_1","split_2","split_3","split_4","split_5"
41027,10595,46426,20297,36710
5338,28020,20997,1890,23276
40340,47544,28209,1614,46176
25008,10450,12306,9455,23715
8299,9821,47166,13055,39513
34887,47212,989,45287,49099
45414,12487,38557,49354,40305
40768,25926,15316,38359,43018
30466,28950,22931,14186,1331
25612,42165,1951,29425,2941
37999,30139,2037,18066,10215
39628,45959,33408,10641,37813
12628,12170,1791,15577,45210
13043,11527,9664,46745,16647
18387,26832,2362,6917,11817
49928,31066,47994,48061,11383
40103,42684,11602,21847,9928
11944,32112,6174,9577,12056
46498,48910,6991,26191,45352
49030,15298,45631,38521,29421
3577,14463,43978,29599,4031
17190,15620,16258,26454,15807
36156,20637,5116,23677,31783
34944,46078,40663,26452,8674
23500,18674,13906,44221,40898
13641,32527,30127,28839,37890
46901,43354,40503,23780,25384
17372,8226,38262,11640,12653
18405,9983,19027,4346,31973
39056,31262,22029,46571,17334
24055,49571,21665,27795,43978
5315,17854,38437,12583,12171
26817,33486,27113,5254,193
15467,27714,26298,35355,40804
34788,10507,37829,43413,19562
13402,10591,29348,49960,28599
23680,2120,17214,34836,1836
8554,19215,46000,28564,15566
35377,20354,27555,44757,39281
44641,7889,8544,2286,38878
9567,41653,47644,9030,10311
12584,44425,36399,21494,22420
42137,38868,14825,27972,11608
41935,32210,30790,27446,4358
26864,6566,43385,45242,43246
28814,49125,38291,29633,26168
7873,2333,31035,14080,39202
48699,46575,29460,18792,18080
35069,22627,8611,10178,35877
47718,24371,42305,29259,4931
20309,2795,26773,46724,34964
28780,4384,12817,10365,27876
3144,26235,48953,10595,13858
2294,5530,13146,33792,43914
22012,24657,27951,29333,42746
17834,4913,15084,35517,3771
4440,26482,44732,40259,36158
22464,37295,20844,41853,25759
23528,13457,26862,36893,21312
27408,9965,13784,26780,33954
21809,48262,37598,47617,7730
9374,20625,23451,43166,41573
17446,25047,40802,42262,4041
33593,10256,26992,38041,43044
14377,5339,46030,29827,46937
22994,32003,48735,38105,32493
647,40296,4562,47474,3350
17784,4335,44664,11092,21398
13640,46905,189,17279,7031
39163,11913,21463,41311,42718
1416,42994,27558,4525,33008
28661,791,41634,7847,8722
40695,36889,48120,41647,40262
25364,5511,22223,2213,22950
9506,26810,47788,28510,9592
33159,21440,21591,4455,23080
36489,37147,6210,3326,898
18938,39826,15622,20017,1996
30200,1301,23344,27730,31243
13566,11726,49892,45796,20875
25731,29711,21834,23847,5891
49970,49766,38271,35037,40612
18123,31763,29923,10406,32994
5440,44010,10979,12644,15165
16535,42842,49998,21689,32162
37193,27031,39746,27181,32988
31715,16555,47424,314,11956
23103,3010,47084,16203,5719
9541,31736,24554,984,5246
6064,3935,244,10003,6213
48149,45033,5539,47986,48654
19442,46934,40183,34369,22043
26775,28759,23099,27475,30016
18248,41547,37920,41825,34672
39226,3444,17108,6668,3629
574,49665,16244,24701,15289
22379,46823,7491,35991,11291
3,39603,24982,2856,21055
1201,3244,10221,8299,47685
17472,29449,4115,20104,16967
6628,21474,11353,16889,3438
29983,23510,4617,1238,38027
27531,24816,4204,45347,4517
30035,36323,18436,24773,20475
27837,35093,8773,34005,45669
5527,5370,7192,31217,28359
30311,25696,41481,20202,20771
32496,24087,14890,49638,41265
19242,3360,36644,999,18057
10294,29512,13486,36808,42421
275,35766,15949,26114,18843
31865,8363,819,4035,31257
43764,44619,45293,33887,25497
1256,32765,25920,15745,8697
38397,4075,33787,11477,32361
7227,44303,5887,19913,20814
4083,22707,13699,24681,28312
34235,45631,41405,25279,22140
42772,33107,14111,2742,2443
17891,25229,46570,34724,14707
18691,37209,15777,1750,22358
1336,30366,27501,45216,48640
19975,10298,49234,29728,39978
30975,9875,9873,17727,27399
19917,32374,6902,2970,40637
28383,42134,23815,13653,25027
48684,46266,46277,24247,24542
29059,6753,4120,3279,20364
37728,19200,43607,11828,48576
38791,40547,26744,47241,2086
5683,6204,738,22444,13852
23503,18238,29623,40494,36568
34145,5776,23060,7998,13411
48461,6776,24074,3008,47408
28174,12691,41724,44737,4044
16688,7169,12900,37055,37033
33790,2897,47230,6717,13971
47766,26737,16208,11665,6469
28358,14841,36455,25773,2349
17225,4995,8404,44940,6505
30744,2418,44229,25416,530
47622,24327,4859,3187,9670
17952,2459,10337,7026,3252
4863,12812,43665,21100,25973
32889,2565,1837,35942,24981
2717,19325,47355,29995,40372
444,20472,5604,13163,40393
14129,7402,48018,48478,28914
28367,1560,7008,2801,47040
37407,42101,26192,2709,23237
49114,20845,48959,29684,9948
22984,30507,14864,28173,13101
34157,29091,21839,32002,48496
35922,9865,16439,24130,44758
20912,21924,976,37965,9525
15462,30617,44297,14927,46291
20096,11467,4568,11602,26241
33363,17570,15640,40313,28864
17321,12948,31226,43219,49695
48292,30454,15152,46562,48459
21221,47322,35585,44575,11665
32751,13267,43976,36707,21955
48685,45999,25552,19284,18473
41830,22542,20675,16089,1790
29961,2717,9486,2376,34664
29400,21640,33404,29569,38869
36136,11868,1288,22697,6441
19616,41279,18744,6105,45039
39959,19933,8416,35001,28670
23650,19360,23361,9424,31629
46916,9222,18183,12984,45613
34030,42473,7182,47322,13593
47382,15595,42440,4121,49548
20948,11939,40801,26340,5838
9435,26545,22842,3484,39916
48772,43206,36785,17851,10620
21488,5766,20936,39661,32695
38242,31632,4212,24732,2216
32147,34942,20967,28735,46166
28677,21587,29595,13762,11020
35682,10683,25333,20475,13413
7770,23743,30793,32335,49540
13815,10361,20707,26654,11369
37435,10463,6702,32960,7775
9257,29084,15720,87,4219
25666,1634,709,28606,24132
46441,22266,28069,48650,11788
2197,32296,23218,4370,35268
43802,26940,17981,41977,25726
45513,42369,48976,11409,20773
11383,37605,23394,7644,41510
48857,35359,40506,15519,31889
41864,26708,7684,40011,3605
25401,40360,47103,39716,26877
18163,17231,41299,18187,24946
44964,24598,12908,38464,13235
42773,13769,38037,46384,26933
9305,25061,31766,28291,49086
8080,8829,36032,6032,24456
36523,29184,22862,19953,25026
11884,25044,4429,19083,16163
34972,1895,40664,6069,29435
41855,5460,1905,43870,6638
8235,45506,11561,33987,38875
15515,33252,8410,20050,21865
9180,24523,24683,8441,17148
18999,14326,2958,33534,9654
4615,43218,2822,19400,9073
18693,22836,8647,503,14247
11977,1888,14725,44572,24796
31943,32729,29272,16832,36851
43872,23374,18644,10908,33243
40509,16761,15800,18736,38735
32724,15433,28411,23924,32241
10400,31120,10607,4456,673
32862,21136,30006,3726,49003
2500,900,12654,25756,35305
22349,11785,15214,8601,30554
2191,25103,32135,202,47557
49150,32556,5503,26983,35496
36,35791,41041,1723,10615
15680,12523,41494,393,7810
21014,18769,31654,34223,28853
20710,7399,17391,12522,7208
2836,31185,4755,44476,16884
38255,14050,27768,49571,36813
40967,5942,2126,25418,41529
46692,15913,24295,29284,41930
3385,5613,26310,39415,19141
41308,10415,22673,46603,28590
39589,12986,44913,40332,31048
39865,43673,35384,47549,14612
38095,4058,41272,33047,20193
34404,19454,12777,43233,9380
25642,47434,41146,45054,4100
19911,40656,37124,20204,33622
1070,33753,29083,40953,35345
47575,6747,38161,9414,38366
5900,24558,40843,41005,30415
12805,30672,18033,2134,46500
24794,21185,21788,44351,17560
36186,31255,21510,31429,34452
18758,27819,13579,41594,1880
15161,39853,37379,33098,16587
22594,41423,32929,11624,93
9272,22039,17802,35429,35224
48006,16879,28728,29602,47634
5990,109,21455,36500,28055
12489,34747,41413,11605,2649
33010,29114,40056,41912,11921
44849,6553,42852,15913,38182
26545,4757,47278,27403,18814
669,15504,36355,31601,9800
49521,33836,27272,36003,42416
38072,42850,8425,22373,27454
42881,31413,38480,5744,30613
3755,6777,49042,24852,31841
43997,45200,23729,8239,49341
19497,34032,34254,43759,48032
28267,36336,48557,22100,30749
17774,656,21657,19155,35959
8012,48323,20948,18875,27958
45115,19486,45851,36534,42886
38142,9654,45526,41277,33849
23133,48532,2624,40547,2062
5867,19321,40382,44688,37673
38655,8852,34806,43484,233
1341,28342,4825,7907,9038
27321,2550,19461,11813,36920
42280,48872,32487,14919,35359
21718,42971,24293,3533,5524
25875,28633,40297,5215,5991
19695,28793,46848,3508,14419
10862,49536,13541,36890,9611
38606,47986,32033,35749,43097
17260,13819,45925,6129,27666
34068,18853,16550,2243,47122
25082,35012,37872,13790,237
721,47837,33405,43303,9008
25604,40380,4198,41699,42522
23586,49086,18569,20814,42704
2912,17425,4917,34421,37376
22434,16187,26035,20627,47485
11681,47272,1377,40136,40688
40856,12897,14397,15565,46036
17535,24329,43307,30038,18227
38267,4735,30063,12846,18102
23829,23904,3845,18465,17740
48514,37440,8486,49104,16403
41119,8439,12686,360,1614
48207,40460,20651,35641,21309
37024,6227,22096,22810,44884
43089,7780,2743,25846,18525
8491,6110,19637,25800,26402
20952,42600,46203,46370,11390
28943,10666,30363,36661,12535
15880,20526,43049,46441,16949
19363,6319,43505,49759,46706
16531,46495,43625,47618,36141
30505,33021,31185,22166,40559
19206,10044,33707,33587,43714
3679,5415,11679,8355,14919
49977,20502,2815,29200,45537
14704,26740,23065,37049,379
34309,811,5996,25425,13155
14959,26025,9795,394,26562
9734,7652,42182,30655,32780
22095,19277,47811,32010,40025
6563,28864,20218,10183,39586
45413,14969,37276,33400,13821
14852,30013,810,46137,15186
36119,45122,40540,30121,17922
48068,46170,29446,44193,3499
10865,47255,38249,31986,31830
11027,32945,49049,43014,9786
37432,8790,23938,48874,25507
41625,16924,29364,26150,35987
3883,34218,39909,27243,23835
36964,21012,15566,38490,26053
29449,4361,14459,5573,266
44401,30590,381,43451,3148
6372,48152,43204,15550,44320
19854,25913,6172,23550,42989
43624,30230,12035,19094,16770
3598,14145,31933,35459,43566
30142,16313,13804,39763,48710
7471,3332,43154,49839,26735
12400,23137,18601,3870,20170
23757,30717,22709,14140,27554
11377,15398,17624,33435,26655
6147,24212,50000,41447,13016
3698,29286,22121,23445,13384
10730,7456,34414,38899,45806
4326,39438,15858,45513,43510
44649,23819,44772,41968,23609
6320,39119,32865,13516,5324
2282,31325,39770,36596,7956
47420,30801,38041,14049,18171
36501,33698,27077,5853,28164
25260,20923,8494,18454,8641
14985,38216,44683,29806,17107
20446,42052,34385,38304,18850
34592,487,39765,20672,2173
15357,48255,15237,12890,29934
6197,31357,21253,35279,33481
2037,16741,44755,4746,30713
44687,3084,45438,48565,39003
39389,45962,45497,24757,36177
23070,13654,17101,22270,20947
21968,35388,44637,9682,8535
14751,19823,6276,382,14243
11286,34003,39771,1344,29869
37082,12035,47532,42955,22856
41727,31312,32890,11031,11387
35545,22525,28606,34485,38259
2921,27818,6822,45814,7896
12496,36279,7075,8305,22770
42794,11793,10125,23564,27640
3895,23196,21704,19955,28528
30403,3573,20562,28885,11690
34666,28644,21631,9152,26047
36046,16884,15437,13280,40204
28239,49977,37299,34339,40235
42817,33225,6968,40005,17852
33418,19358,31911,32042,19703
42089,45203,15420,32470,12047
42584,43290,30929,10101,36423
45005,49409,1039,8930,9678
49076,12419,39894,20133,39419
2514,43700,35216,16633,32282
6997,2612,25663,37039,28200
406,5928,6858,31297,10332
6204,49405,20256,9759,31509
14960,32815,28197,45856,25540
9940,37997,35764,40504,33325
18695,17221,2144,33010,43626
4542,35078,26364,34204,21926
3035,21864,36714,7645,36462
39990,13143,5006,41895,2581
11705,48913,25282,15941,21877
23081,30898,23865,39154,15801
17748,19146,31000,38791,40495
37433,8476,3629,40226,49055
12964,345,17938,43690,20299
43732,16668,13324,31497,44828
7543,40654,43743,36077,38769
2573,30233,45614,18939,37512
38381,956,40455,40385,17892
36809,19773,28722,45935,40356
13168,38772,29397,33088,29163
25070,6604,22228,7089,3337
43083,7213,21327,30684,35499
17923,49592,44983,35905,41563
6466,28758,29959,17107,37430
3739,46498,8381,33074,16091
4185,33235,18177,37017,4807
4514,47719,7329,41477,14862
4498,15850,31819,30199,47351
667,20010,35039,3672,16593
41245,15440,43121,27222,35655
44177,14294,7899,44002,14643
23948,16226,13509,30005,40015
19934,48722,45476,10087,43498
45128,13350,36739,43197,28310
49647,38280,47277,4193,18462
8008,16510,14639,1869,10542
12192,47564,35028,12872,47980
7725,13928,13942,38406,18694
19870,3864,44686,4964,30660
3756,38152,31466,41651,17802
11548,27781,13638,23511,3340
15481,11702,7614,40883,14878
39859,10623,11550,15683,707
42237,11436,23307,24889,15323
30724,448,44075,4201,14201
13095,28536,33457,15988,33603
9474,30829,2315,22790,12294
27427,41522,27755,33126,6279
36025,34246,11777,11961,19299
11579,46584,40047,24362,21873
7553,25675,11406,1433,31996
42105,25843,17537,4716,8717
4090,48444,21446,43076,20690
41203,28624,23158,17162,39206
39656,46751,48657,19756,22522
3793,19227,25703,36031,27939
21399,25094,4339,15286,24246
24618,33987,45394,18076,11565
1099,17581,869,27308,32560
6726,8516,48823,36108,1072
22554,18056,33273,43676,27728
39537,43994,3791,41387,23315
48472,8403,22970,28305,41717
16721,35079,35198,43625,34117
63,43549,2087,24771,18682
37986,31534,46209,21829,41547
12092,38129,47030,47960,11862
21252,20566,21726,25037,13528
9101,17906,31227,26417,15008
45494,43516,3622,6495,11839
13793,14815,23208,3669,4308
49678,46532,18180,40989,17237
48521,9255,20002,30243,15464
32716,44379,13198,36144,24762
35973,26375,29057,22909,38162
18676,24089,32414,28321,41520
1920,46523,18717,10327,10509
40875,42939,18722,23928,1226
38886,24973,42608,34165,22992
5486,9764,27283,43265,31931
4532,35087,41665,31283,49215
48079,41409,19219,31899,28686
16696,34582,47769,3283,48209
20315,11840,29365,13385,36890
12367,33218,54,6442,7481
49380,42129,47502,5886,45894
25361,31071,10641,48752,4119
2862,43726,25073,24066,49536
38167,16965,44524,19300,6698
49096,28486,29385,29651,33258
46519,12915,30463,41252,19474
12779,25962,4749,37969,49581
39195,41045,24844,30352,34711
46959,2994,28779,31557,26649
28572,47203,43598,41109,26831
14380,1084,29820,25197,47222
7279,9327,33274,23150,42538
21433,25048,35244,31882,26319
41944,7726,11323,39067,46228
22959,21630,23033,49588,5767
10646,43910,28500,22402,46742
3184,12649,41145,33976,43759
48634,706,41387,20699,20730
38792,23115,31669,16641,7356
29420,1901,7015,21017,45392
30177,42527,15251,29702,10553
19901,44467,46579,45479,42171
48587,8369,28741,35814,14555
35938,42941,43732,2768,6207
18318,17376,21758,10847,13522
43640,25463,10904,20670,44770
2221,18594,32721,38085,18043
17820,38818,41879,44061,47990
5230,33624,36501,5604,14637
17304,32571,20046,36694,30423
48557,42493,39898,30465,6406
10472,18659,30608,37085,26586
39732,28893,21539,30765,15014
31161,44172,48384,24607,34909
45047,38488,404,24287,23643
32101,37848,16565,45028,3392
35145,23357,11893,2780,2205
5097,34321,22690,8425,17904
15999,38761,23414,10829,42710
17371,42244,13190,36022,14473
2553,39962,43319,47476,36869
39510,38319,19716,15309,37156
18857,42168,31394,12017,46474
21388,2340,25370,30492,18027
32760,45097,32687,26508,14115
49523,9209,17142,13474,42379
42268,36544,10411,20989,31118
3289,17009,7230,46989,10625
17242,39669,25249,3309,33799
4122,19787,18290,18499,42770
49437,30823,14993,23953,42581
41896,31771,24732,49994,9527
27736,29996,26819,33080,12730
25441,24436,4965,43342,9807
46480,19304,23173,29962,18619
10327,39705,35750,28504,21221
29585,33032,28975,26801,5186
8490,28841,27569,38448,41887
40560,23767,32937,17300,24089
6306,29814,28263,28166,34265
15939,26510,22621,47271,29160
21455,31069,43447,11734,31811
15085,49462,13681,28370,46266
17511,23304,4003,7883,17554
34984,43997,39728,14849,10541
32043,14892,38340,30691,25221
29762,39781,36669,26278,36428
41884,15750,21618,45518,34203
3245,1211,28288,42995,44971
34904,17857,7029,32039,42919
43073,9290,14006,16892,34463
46847,11822,47951,42553,41125
43221,26391,12762,13339,17845
33871,37544,41629,45335,49746
3346,12320,10965,15677,23618
28756,5846,5369,13500,47569
24020,22718,6729,45212,35728
39488,38415,21398,27268,1430
11687,20874,24631,45389,26894
35366,3064,47422,29694,38001
1400,12980,5281,29851,48290
4736,24659,20368,35275,39556
33610,9446,25574,21681,23819
24442,43677,23598,9564,38730
32141,37402,24867,36310,6881
48759,33378,23936,26274,16946
25532,4571,13739,36880,28915
4109,2765,29961,24870,31930
28566,44656,18645,6566,26038
1019,19932,4504,6318,42964
1628,14341,15451,9574,26466
40543,5452,8440,28480,18268
8394,6257,11539,17868,23451
12724,2769,37430,34415,23281
16551,33058,37113,49095,31956
34843,13039,46677,27138,19214
36121,30870,19930,11937,47029
18621,4398,29299,1659,19112
13271,27832,24548,40898,25401
23418,48754,20739,24438,21466
40854,26837,6343,11099,39012
18795,3026,41936,15340,45960
36124,46970,41097,45717,29307
10179,20440,7841,13807,6646
40648,49590,32189,5201,38002
11871,37322,253,42479,43437
46684,28110,8398,635,18693
44477,30171,41979,28,33575
9937,45937,4095,2623,6522
18653,25844,5770,26759,18088
27627,9743,28661,36590,43693
11675,20957,9554,16999,27178
32937,2246,18781,34281,28636
8790,33687,18683,19285,28900
24078,24669,42782,46407,31144
48096,20687,37619,14320,19123
32212,23864,40074,37885,35093
3373,37584,39544,11888,22612
45420,39741,41668,20602,39768
11200,31322,33541,14251,3303
30029,40400,27117,43201,22235
336,43413,18170,38348,37590
25237,14630,12545,46259,5110
27126,5241,23246,31298,15617
40769,11778,6105,27389,41896
250,15477,16080,43819,39181
42706,15544,42429,26268,49919
40083,47002,20843,42764,15268
16753,10158,39447,44044,13058
4030,11364,13020,23352,11008
23529,10722,20710,28802,18099
22316,43817,21,39839,26943
317,29985,11533,25811,27744
34500,13910,20405,27069,32795
44210,419,31387,47237,5795
49556,3754,49677,14775,23783
16752,35092,37288,45317,22620
15059,32373,46237,9420,27626
49068,30369,34981,1268,10369
36526,44341,37079,26129,34955
391,36550,3978,112,14986
47203,4216,10361,46982,39099
24777,6500,23974,46178,42848
42826,33948,41372,18548,12038
2096,16227,39266,44176,44490
40554,4929,39718,45474,979
39327,2460,37995,20124,14331
38109,32953,26525,22971,33431
14452,28057,26589,47091,8502
8198,10292,41026,28987,5435
8276,13497,6159,17056,6987
8014,7710,31692,7272,10439
24915,31099,8213,39310,25752
22989,15324,889,456,34102
12707,22842,14427,34939,47756
39060,14670,37997,4759,29546
7559,41949,18431,21157,15814
45114,5733,2606,35691,7007
26280,43491,32878,19885,45941
46868,35728,30498,24354,17985
42822,49481,39093,35238,15074
9270,29785,40188,23833,19515
40354,49621,7822,42155,26872
41899,36383,49825,31189,40774
47468,27373,49040,39081,14322
12475,47965,44408,46601,8900
46253,42508,33226,42951,5945
15814,14277,24266,48215,21468
49092,45244,14241,46280,34326
4093,7810,34428,13204,3738
21065,48228,30338,4478,13082
15652,808,25826,15166,4968
45502,48311,21534,13439,26267
19286,23217,36789,24260,43112
43191,27011,24044,39787,46915
16961,31119,34285,34726,2669
14264,19022,9958,3920,4095
24786,29561,34559,40865,10791
47331,5902,18504,25663,13645
27584,17792,28717,48936,33792
20741,41017,3203,9007,19175
15927,6015,5577,653,22001
14302,28187,29663,12560,45094
22152,33857,28340,6307,168
43738,16669,46266,37533,2738
20712,26501,48627,7542,36251
12017,4373,41257,11786,45266
5892,5692,8714,28367,9129
47346,10626,13100,39807,44794
35959,48224,46052,43596,40029
13279,18420,11572,23434,16688
49392,47441,32264,17572,3020
28324,11498,39467,15381,25455
17053,25599,13485,35990,11480
45602,21002,32315,28074,49924
15477,46639,3484,23640,19785
5415,40255,46948,26322,38364
42820,32427,21739,49782,31234
10682,29030,47299,38229,29562
13429,46243,40721,42015,12953
27364,29122,12705,16653,31927
7043,19000,42383,45373,34096
10593,25916,10074,11252,31717
19549,49596,5457,10073,29025
34106,11169,33411,44963,32440
34335,44118,32578,1012,1342
26561,38039,17444,40694,2971
2910,28474,46603,37977,48229
24584,35770,46607,24818,24052
23867,33507,9552,5913,47109
49143,46541,36386,36125,24533
34951,2513,46697,18777,9721
30514,14827,8221,42063,49453
49786,5972,33695,1239,26026
703,28420,33804,1589,10802
43384,4237,23651,17524,13622
23585,39221,10722,19186,843
48794,43727,6027,7818,25950
25437,342,6167,1417,25512
38605,4696,31180,43629,9594
15677,28322,5705,18310,14511
22297,32169,35899,28229,47848
27146,41685,7160,17542,22073
43664,13174,45788,2009,10280
48038,44796,44057,24254,44049
44915,15937,22556,19611,30714
27908,16049,9601,469,38419
10192,20130,21612,16640,22159
17528,22972,11869,35943,4799
31477,21155,14390,31378,22826
209,48707,43540,30028,49499
47341,29260,31738,38686,3536
33489,17141,2320,18632,14744
9246,1487,43315,37952,11349
10329,13438,38609,35091,16819
48077,28839,42410,49200,19305
15115,4267,22370,10466,4454
22345,11510,30453,41417,7077
32669,37064,17975,147,24333
45931,29983,47380,10468,812
29007,22257,33996,47382,1400
40645,37801,23867,8818,9104
34654,19777,46474,43153,30219
16669,309,26303,2721,39548
5644,42756,36353,9039,31327
16233,23590,10390,8623,34888
295,24050,49765,9915,45055
49744,15003,35051,49215,22876
11384,45281,40654,1252,24505
29165,12998,39342,9530,21946
40827,36308,36324,17373,2217
8004,24638,14401,3627,44837
39177,22371,18832,33721,43219
46851,16702,8874,23347,37864
7652,16911,49194,48898,45952
47556,42318,8215,6797,15368
1732,28800,28697,38908,22610
1168,37229,15020,47219,32857
37322,25071,36967,42496,28703
36195,42910,27004,26139,17599
43108,19075,40210,8249,28196
9867,43124,42466,2670,6145
19402,30985,29599,47745,18280
17158,33306,6232,30156,16454
3724,350,47253,6183,49282
22215,41896,10741,26138,21808
18343,1369,18981,4282,6781
25180,49137,44653,11569,33531
17823,8557,14921,28509,16805
3004,29617,7625,2444,45943
34308,20881,27339,43738,6315
19533,48694,49648,3587,32065
22185,28105,20181,29272,2613
35695,12663,34384,18838,22209
8796,44878,27416,20600,12902
43281,3404,47482,28505,15901
42432,29416,48862,16166,13309
12471,38877,11326,4911,28739
20753,8827,36571,33169,6857
45324,17966,1481,9983,11980
26867,37967,12392,23284,9549
33605,16653,34229,2559,5570
44297,11987,37373,27947,6108
12522,39933,42929,44048,23555
45302,30462,34386,24055,27853
4691,4348,22883,26151,15483
34924,9285,4226,45693,10501
9928,19962,3477,5137,4122
12139,47844,49217,38112,25736
40605,16786,18241,26155,45491
47154,10112,46532,19140,35683
32886,25700,22475,27676,33336
12699,38968,33912,12109,38211
35283,31553,3451,13184,35038
21237,15293,9504,23384,5966
13303,26087,28406,9350,30928
49442,31720,3136,566,704
34444,17316,31795,25588,20625
16791,33618,35262,31494,40977
11522,35444,10079,2552,1758
48683,45278,19821,40124,49993
1888,2799,27035,41827,33342
32815,10461,34866,6693,940
41907,32147,15509,41618,11457
4174,27143,23079,36383,6489
34327,19246,47934,32295,43666
4091,32326,27200,29348,5162
45428,13978,3147,19689,25735
25045,38592,10232,34580,33545
4945,42549,9921,37887,49591
24295,23438,22680,4274,30677
5461,1055,25436,34338,11471
31156,34898,36089,32961,24184
43394,12398,35740,17772,37293
12877,16767,33353,37643,1583
18389,7629,28295,28698,28977
36536,13867,8370,19309,43900
6349,22606,27645,37343,14726
31972,3784,9395,14717,8027
32756,17599,23829,23036,18797
30991,30775,32930,30764,518
37260,33540,18716,8507,48128
7591,495,17255,23864,37779
25631,49304,26368,39327,31090
21050,34145,13446,42133,29062
24860,13727,21174,29407,8184
48198,39885,23449,27663,40635
49471,3622,25839,30160,7852
18209,35576,1710,32177,796
39471,36213,37951,27311,22980
27699,17462,47099,3210,23845
40979,11096,16524,44255,9127
21030,48036,4837,41978,16546
42941,43992,10503,21732,5138
14096,15055,1601,24535,49052
2463,28160,32257,14500,39930
33013,29659,38211,18998,45649
17091,20108,41222,48611,37420
48873,46074,13726,41929,42629
42695,47378,48201,49678,17111
2217,32745,8063,13456,20483
16437,5202,46412,49102,14502
16847,39802,41837,27794,37706
18174,22235,47671,46463,11725
3925,1847,4447,28234,37220
19872,8628,40853,30177,3214
49936,45326,18612,38901,30776
6780,11909,5498,29597,37192
27825,20938,49799,6820,13513
4793,41508,47597,9810,16061
13114,13577,32641,47561,38659
375,17471,32286,10245,6288
977,30377,21851,11215,3068
20200,39213,37606,39209,40038
532,45602,44525,4727,39788
19855,31339,8134,32420,14383
26439,44388,23949,13632,5294
21216,1407,1153,11851,13618
47124,45579,17132,19337,44404
6973,21192,11578,12912,21066
34122,43721,23726,33560,2807
14943,19310,47033,10276,29809
10893,6914,44440,23153,45075
29037,29779,32564,22728,46580
22489,9054,15620,9653,44622
35594,28508,29784,19851,29928
24123,37638,34247,3884,39214
4958,28241,48193,36855,46297
36086,14490,30516,28722,11973
27221,32109,42426,44960,28581
29969,8202,8550,34545,3785
6414,35581,762,45316,34690
5942,48874,6051,22126,23077
49213,47605,8367,7053,22839
23410,33469,16875,45368,40057
47176,366,15425,926,29283
31814,12666,47869,1393,49884
37868,41424,49768,16700,20482
32133,40500,8345,38770,39185
22804,1601,4557,37297,37475
14089,12285,48621,31568,4447
47793,47114,55,8013,48341
18552,32228,7316,4799,1354
38343,19819,5990,38312,37982
27188,12176,22838,10269,28886
17829,16003,46882,24731,42590
465,2490,28935,4980,30283
10200,14549,40413,48590,45744
14,3455,38625,18614,45874
11729,24105,44921,29770,15991
8905,1447,49389,34475,49552
24415,34668,46754,7443,40120
12133,45867,7423,1790,18186
2976,21150,22183,26095,44482
15983,34415,36769,11849,34372
21983,17256,14205,3804,44348
15931,23972,9314,26124,46430
37342,14620,39609,27996,25620
36903,20398,11904,37325,24559
48787,5262,33007,15872,30004
21307,37225,15661,2956,41196
189,23973,33271,12959,34760
892,17953,8871,4014,35892
46888,34195,30544,26455,29465
40014,34623,34319,23960,14723
19,29060,14046,41622,49137
23884,37717,36030,21037,9156
49832,2633,18048,18624,29916
44910,13031,26187,25355,8408
13206,47630,8838,42421,23084
27374,30915,49162,28126,47601
29386,17194,7419,46491,7658
33596,32779,19336,23108,37338
28716,28490,30913,30454,30717
21972,35251,47179,15522,49565
32049,23544,37873,17938,29041
46084,17264,2920,20987,30741
49075,36317,47351,25687,42086
44055,44991,28483,8395,10298
27471,18509,2961,38155,46318
4644,27484,3430,48857,16507
44658,21919,7650,15045,38651
9744,49983,36955,27443,2967
42588,22580,27859,36584,22937
47878,45706,21010,10092,4502
30567,35663,37420,18812,21016
19097,24303,18903,13013,32919
28775,26225,41669,495,8907
45432,29734,33357,10947,1662
32072,17428,16542,7345,28065
10874,37970,40645,45262,15924
31362,4470,10612,45956,17122
37372,38948,38909,49166,49245
10596,16414,26864,43250,3577
33413,47274,28510,37336,48088
8405,9406,20203,1099,15055
4017,26309,9186,19148,33351
46917,21146,34022,49358,10973
37629,23811,34776,20225,2318
47643,5906,27791,18888,37179
22593,33293,48046,12686,16611
25703,39268,46014,31560,16229
17239,40723,26973,12097,3159
38028,29921,11972,19360,34968
42449,2807,46974,30170,46691
13668,6308,1815,22600,30821
983,8572,18216,22848,12392
9571,37582,44994,23028,16735
42434,30939,13943,47432,15447
35805,28843,6383,2479,3080
889,41372,47127,17749,49880
37606,32284,37056,25176,27347
45576,36533,14457,17397,9943
37785,40865,124,4947,241
15789,6340,11421,37366,28570
7708,10984,34057,15952,17250
15799,47785,30272,26408,10440
18899,25866,48866,23099,18271
41243,4980,1008,9142,43907
5865,26064,23510,24348,45405
39653,48005,33754,41028,29963
21196,49769,45745,38447,4973
39692,49697,22610,5421,33582
4442,19824,24781,46184,22281
20101,5213,23928,29520,15052
37355,5438,14402,5903,45520
44244,4945,31641,5249,11479
27863,24720,30321,24807,4755
34217,30604,9581,5946,29775
18672,2888,3390,18158,16321
49074,6760,17535,34055,33274
6590,6608,49308,36088,3695
33894,29051,3502,41362,20076
38798,46079,43643,6601,20840
19505,21092,20661,12318,1524
28885,22734,41184,26372,39352
23662,33045,16126,27117,43115
27136,4420,45521,30007,15875
12658,16340,5627,14124,8673
14084,17528,29512,33799,7372
43801,50000,9608,1047,22611
2761,46318,29418,16915,18574
10988,20589,20225,44861,4335
