"PID","MS_SubClass","MS_Zoning","Lot_Frontage","Lot_Area","Street","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Qual","Overall_Cond","Year_Built","Year_Remod_Add","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Mas_Vnr_Area","Exter_Qual","Exter_Cond","Foundation","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_SF_1","BsmtFin_Type_2","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","Heating","Heating_QC","Central_Air","Electrical","First_Flr_SF","Second_Flr_SF","Low_Qual_Fin_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","Kitchen_Qual","TotRms_AbvGrd","Functional","Fireplaces","Fireplace_Qu","Garage_Type","Garage_Yr_Blt","Garage_Finish","Garage_Cars","Garage_Area","Garage_Qual","Garage_Cond","Paved_Drive","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Pool_Area","Pool_QC","Fence","Misc_Feature","Misc_Val","Mo_Sold","Year_Sold","Sale_Type","Sale_Condition","Longitude","Latitude","Sale_Price"
534204030,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",65,8125,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Good",1965,2005,"Hip","CompShg","HdBoard","HdBoard","None",0,"Good","Typical","CBlock","Typical","Typical","No","ALQ",1,"Rec",456,196,912,"GasA","Excellent","Y","SBrkr",925,0,0,925,1,0,1,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd",1978,"Unf",2,576,"Typical","Typical","Paved",233,0,0,0,0,0,"No_Pool","No_Fence","None",0,7,2008,"WD ","Normal",-93.624762,42.046584,135000
534225110,"Duplex_All_Styles_and_Ages","Residential_Low_Density",72,11072,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","Duplex","One_Story","Average","Average",1965,1965,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,1728,1728,"GasA","Typical","Y","SBrkr",1728,0,0,1728,0,0,2,0,6,2,"Typical",10,"Typ",0,"No_Fireplace","Detchd",1987,"Unf",2,576,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,11,2008,"WD ","Normal",-93.62462,42.047541,145000
534225120,"Duplex_All_Styles_and_Ages","Residential_Low_Density",74,13101,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","Duplex","One_Story","Average","Average",1965,1965,"Gable","CompShg","HdBoard","HdBoard","BrkFace",108,"Typical","Typical","CBlock","Typical","Typical","No","LwQ",4,"Unf",0,1497,1728,"GasA","Typical","Y","SBrkr",1728,0,0,1728,0,0,2,0,6,2,"Typical",10,"Typ",0,"No_Fireplace","Detchd",1987,"Unf",2,576,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,11,2008,"WD ","Normal",-93.624632,42.048185,142600
534250010,"Duplex_All_Styles_and_Ages","Residential_Low_Density",87,9246,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Feedr","Norm","Duplex","One_Story","Average","Average",1973,1973,"Gable","CompShg","Plywood","Plywood","BrkFace",564,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,1656,1656,"GasA","Typical","Y","SBrkr",1656,0,0,1656,0,0,2,0,4,2,"Typical",8,"Typ",0,"No_Fireplace","Detchd",1973,"Unf",2,506,"Typical","Typical","Paved",0,211,0,0,0,0,"No_Pool","No_Fence","None",0,11,2008,"WD ","Normal",-93.6304229,42.0453551,135000
534250335,"Two_Story_1946_and_Newer","Residential_Low_Density",0,13355,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","Two_Story","Good","Above_Average",1971,1971,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","CBlock","Good","Good","No","ALQ",1,"Unf",0,242,825,"GasA","Typical","Y","SBrkr",845,825,0,1670,0,0,1,1,4,1,"Typical",7,"Typ",0,"No_Fireplace","Attchd",1971,"Fin",2,464,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,5,2008,"WD ","Normal",-93.629079,42.044262,170000
534250370,"Two_Story_1946_and_Newer","Residential_Low_Density",0,8963,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","Two_Story","Very_Good","Excellent",1976,1996,"Hip","CompShg","VinylSd","VinylSd","BrkFace",289,"Excellent","Good","CBlock","Typical","Good","No","GLQ",3,"ALQ",80,487,1142,"GasA","Excellent","Y","SBrkr",1175,1540,0,2715,0,1,3,1,4,1,"Good",11,"Typ",2,"Typical","BuiltIn",1994,"Fin",2,831,"Typical","Typical","Paved",0,204,0,0,0,0,"No_Pool","No_Fence","None",0,7,2008,"WD ","Normal",-93.630152,42.044058,299800
534250410,"Two_Story_1946_and_Newer","Residential_Low_Density",76,9120,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","Two_Story","Above_Average","Above_Average",1974,1974,"Hip","CompShg","HdBoard","HdBoard","BrkFace",270,"Good","Typical","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,459,901,"GasA","Typical","Y","SBrkr",943,933,0,1876,0,0,2,1,4,1,"Good",8,"Typ",1,"Typical","Attchd",1974,"RFn",2,540,"Good","Typical","Paved",0,69,0,0,0,0,"No_Pool","No_Fence","None",0,7,2008,"WD ","Normal",-93.630732,42.044851,185000
534251280,"Two_Story_1946_and_Newer","Residential_Low_Density",0,9130,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Feedr","Norm","OneFam","Two_Story","Above_Average","Very_Good",1966,2000,"Hip","CompShg","HdBoard","HdBoard","BrkFace",252,"Typical","Typical","CBlock","Typical","Typical","No","GLQ",3,"Rec",64,336,800,"GasA","Good","Y","SBrkr",800,832,0,1632,0,1,1,1,4,1,"Good",7,"Typ",0,"No_Fireplace","Attchd",1966,"Unf",2,484,"Typical","Typical","Paved",0,40,0,0,0,0,"No_Pool","No_Fence","None",0,7,2008,"WD ","Normal",-93.625925,42.043142,173000
534252090,"Split_Foyer","Residential_Low_Density",0,12122,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","North_Ames","Norm","Norm","OneFam","SFoyer","Good","Excellent",1961,2007,"Gable","CompShg","CemntBd","CmentBd","Stone",210,"Excellent","Typical","CBlock","Typical","Typical","Av","ALQ",1,"Unf",0,77,944,"GasA","Good","Y","SBrkr",999,0,0,999,1,0,1,0,3,1,"Excellent",6,"Typ",0,"No_Fireplace","Attchd",1961,"RFn",2,588,"Typical","Typical","Paved",144,76,0,0,0,0,"No_Pool","No_Fence","None",0,7,2008,"WD ","Normal",-93.624499,42.043845,178400
534252270,"Two_Story_1946_and_Newer","Residential_Low_Density",0,9900,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Feedr","Norm","OneFam","Two_Story","Good","Average",1968,1968,"Gable","CompShg","MetalSd","MetalSd","BrkFace",342,"Typical","Typical","CBlock","Typical","Typical","No","BLQ",2,"Unf",0,280,832,"GasA","Good","Y","SBrkr",1098,880,0,1978,0,0,2,1,4,1,"Typical",9,"Typ",1,"Good","Attchd",1968,"RFn",2,486,"Typical","Typical","Paved",0,43,0,0,0,0,"No_Pool","Good_Privacy","None",0,4,2008,"WD ","Normal",-93.625799,42.044101,176000
534276190,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",74,7785,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Average",1956,1956,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","Slab","No_Basement","No_Basement","No_Basement","No_Basement",5,"No_Basement",0,0,0,"GasA","Typical","Y","SBrkr",1014,0,0,1014,0,0,1,0,2,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd",1956,"RFn",1,267,"Typical","Typical","Paved",0,0,40,0,200,0,"No_Pool","Good_Wood","None",0,3,2008,"WD ","Normal",-93.621336,42.042398,98000
534277060,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",77,8593,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Below_Average","Above_Average",1957,1957,"Hip","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"Unf",0,619,907,"GasA","Excellent","Y","SBrkr",907,0,0,907,0,0,1,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd",1964,"Unf",1,352,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,7,2008,"WD ","Normal",-93.622673,42.044773,109008
534277070,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,8475,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Below_Average","Good",1956,1956,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,724,952,"GasA","Excellent","Y","FuseA",952,0,0,952,0,0,1,0,2,1,"Typical",4,"Typ",0,"No_Fireplace","Detchd",1956,"Unf",1,283,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,4,2008,"WD ","Normal",-93.622662,42.044773,135750
534400030,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,8700,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Above_Average",1963,1963,"Hip","CompShg","MetalSd","MetalSd","BrkFace",148,"Typical","Good","CBlock","Typical","Typical","Mn","ALQ",1,"Unf",0,344,1120,"GasA","Good","Y","SBrkr",1128,0,0,1128,1,0,2,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd",1963,"RFn",2,525,"Typical","Typical","Paved",192,20,123,0,0,0,"No_Pool","Minimum_Privacy","None",0,12,2008,"WD ","Normal",-93.629259,42.041229,155000
534400060,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",100,10175,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Average",1964,1964,"Gable","CompShg","HdBoard","Plywood","BrkFace",272,"Typical","Typical","CBlock","Typical","Typical","No","BLQ",2,"Unf",0,935,1425,"GasA","Good","Y","SBrkr",1425,0,0,1425,0,0,2,0,3,1,"Typical",7,"Typ",1,"Good","Attchd",1964,"RFn",2,576,"Typical","Typical","Paved",0,0,0,407,0,0,"No_Pool","No_Fence","None",0,7,2008,"WD ","Normal",-93.629555,42.04066,180500
534401130,"Split_or_Multilevel","Residential_Low_Density",82,9020,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","SLvl","Above_Average","Good",1966,1966,"Gable","CompShg","HdBoard","HdBoard","BrkFace",183,"Typical","Typical","CBlock","Typical","Typical","Gd","Rec",6,"ALQ",539,276,1127,"GasA","Typical","Y","SBrkr",1165,0,0,1165,1,0,1,1,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd",1966,"RFn",2,490,"Good","Good","Paved",0,129,0,0,0,0,"No_Pool","Good_Privacy","None",0,5,2008,"WD ","Normal",-93.6277409,42.039235,174900
534401190,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,9200,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Above_Average",1965,1965,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"Unf",0,244,1136,"GasA","Typical","Y","SBrkr",1136,0,0,1136,1,0,1,0,3,1,"Typical",5,"Typ",1,"Good","Attchd",1965,"RFn",1,384,"Typical","Typical","Paved",426,0,0,0,0,0,"No_Pool","No_Fence","None",0,7,2008,"WD ","Normal",-93.629884,42.040112,140000
534403050,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",75,8250,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Good",1964,1964,"Hip","CompShg","HdBoard","HdBoard","Stone",260,"Typical","Typical","CBlock","Good","Typical","No","Rec",6,"Unf",0,305,1092,"GasA","Excellent","Y","SBrkr",1092,0,0,1092,1,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd",1964,"RFn",2,504,"Typical","Good","Paved",0,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,7,2008,"WD ","Normal",-93.6277098,42.0417754,145000
534403080,"Split_or_Multilevel","Residential_Low_Density",85,9350,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","SLvl","Average","Very_Good",1965,1999,"Gable","CompShg","BrkFace","BrkFace","None",0,"Typical","Good","PConc","Typical","Typical","Gd","ALQ",1,"Unf",0,586,1219,"GasA","Good","Y","SBrkr",1265,0,0,1265,0,1,2,0,3,1,"Good",6,"Typ",1,"Good","Attchd",1965,"RFn",2,502,"Typical","Typical","Paved",0,92,0,96,0,0,"No_Pool","Minimum_Privacy","None",0,10,2008,"WD ","Normal",-93.6267969,42.0417764,179900
534403100,"Split_or_Multilevel","Residential_Low_Density",82,9020,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","North_Ames","Feedr","Norm","OneFam","SLvl","Above_Average","Average",1964,1964,"Gable","WdShngl","Plywood","Wd Sdng","BrkFace",259,"Typical","Typical","CBlock","Typical","Typical","Gd","GLQ",3,"Rec",336,288,1248,"GasA","Typical","Y","SBrkr",1350,0,0,1350,1,0,1,1,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd",1964,"RFn",2,520,"Typical","Typical","Paved",176,0,0,0,0,0,"No_Pool","Good_Privacy","None",0,6,2008,"WD ","Normal",-93.626171,42.041811,168500
534403260,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",90,9900,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Average",1961,1961,"Gable","CompShg","Plywood","Plywood","None",0,"Typical","Good","CBlock","Typical","Typical","No","Unf",7,"Unf",0,1114,1114,"GasA","Typical","Y","SBrkr",1114,0,0,1114,1,0,1,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","Attchd",1961,"RFn",2,451,"Typical","Typical","Paved",0,0,0,0,164,0,"No_Pool","No_Fence","None",0,5,2008,"COD","Abnorml",-93.626762,42.038323,140000
534426040,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",72,10007,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Good",1959,2006,"Gable","CompShg","HdBoard","HdBoard","BrkFace",54,"Good","Typical","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,247,1053,"GasA","Excellent","Y","SBrkr",1053,0,0,1053,1,0,1,1,3,1,"Good",5,"Typ",0,"No_Fireplace","Attchd",1959,"RFn",1,312,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,8,2008,"WD ","Normal",-93.623267,42.04102,145500
534427040,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,10721,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Above_Average",1959,1959,"Hip","CompShg","HdBoard","HdBoard","Stone",243,"Good","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,1252,1252,"GasA","Excellent","Y","SBrkr",1252,0,0,1252,0,0,1,0,3,1,"Good",7,"Typ",0,"No_Fireplace","Detchd",1960,"Unf",2,528,"Typical","Typical","Paved",0,39,0,0,0,0,"No_Pool","No_Fence","None",0,10,2008,"WD ","Normal",-93.6219226,42.0418699,142000
534428020,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,12493,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Below_Average","Average",1960,1960,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","PConc","Typical","Typical","No","ALQ",1,"Rec",306,375,1100,"GasA","Typical","Y","SBrkr",1100,0,0,1100,1,0,1,0,3,1,"Typical",6,"Typ",1,"Poor","Attchd",1960,"RFn",1,312,"Typical","Typical","Paved",355,0,0,0,0,0,"No_Pool","Good_Wood","None",0,4,2008,"WD ","Normal",-93.621566,42.041172,141000
534428100,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,11332,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Good",1960,2000,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","CBlock","Typical","Typical","No","BLQ",2,"Unf",0,590,1118,"GasA","Excellent","Y","SBrkr",1118,0,0,1118,1,0,1,0,3,1,"Good",6,"Typ",0,"No_Fireplace","Attchd",1960,"RFn",1,264,"Typical","Typical","Paved",290,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,8,2008,"WD ","Normal",-93.622076,42.040296,153000
534451080,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,6627,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","Brookside","Feedr","Norm","OneFam","One_Story","Fair","Above_Average",1949,1950,"Hip","CompShg","VinylSd","VinylSd","None",0,"Typical","Typical","CBlock","No_Basement","No_Basement","No_Basement","No_Basement",5,"No_Basement",0,0,0,"Floor","Typical","N","SBrkr",720,0,0,720,0,0,1,0,2,1,"Typical",4,"Typ",0,"No_Fireplace","Detchd",1955,"Unf",1,287,"Typical","Fair","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,7,2008,"WD ","Normal",-93.628205,42.035582,72500
534451170,"One_Story_1945_and_Older","Residential_Low_Density",56,4130,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Brookside","Norm","Norm","OneFam","One_Story","Fair","Above_Average",1935,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,270,270,"GasA","Good","Y","SBrkr",729,0,0,729,0,0,1,0,2,1,"Typical",5,"Maj2",0,"No_Fireplace","No_Garage",NA,"No_Garage",0,0,"No_Garage","No_Garage","Dirt_Gravel",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,7,2008,"WD ","Normal",-93.62936,42.035571,52000
534452060,"Two_Family_conversion_All_Styles_and_Ages","Residential_Low_Density",50,7420,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Brookside","Artery","Artery","TwoFmCon","One_and_Half_Unf","Average","Above_Average",1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","GLQ",3,"Unf",0,140,991,"GasA","Excellent","Y","SBrkr",1077,0,0,1077,1,0,1,0,2,2,"Typical",5,"Typ",2,"Typical","Attchd",1939,"RFn",1,205,"Good","Typical","Paved",0,4,0,0,0,0,"No_Pool","No_Fence","None",0,1,2008,"WD ","Normal",-93.627578,42.034563,118000
534453140,"Two_Story_1945_and_Older","Residential_Low_Density",50,4882,"Pave","No_Alley_Access","Slightly_Irregular","Bnk","AllPub","Inside","Mod","Brookside","RRAn","Feedr","OneFam","Two_Story","Below_Average","Good",1937,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","PConc","Typical","Typical","No","Rec",6,"Unf",0,228,348,"GasA","Typical","Y","SBrkr",453,453,0,906,0,0,1,0,2,1,"Typical",5,"Typ",0,"No_Fireplace","Basment",1937,"Unf",1,231,"Fair","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,9,2008,"WD ","Normal",-93.628236,42.035741,87000
534455030,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,9600,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Above_Average",1960,1960,"Gable","CompShg","MetalSd","MetalSd","BrkFace",203,"Fair","Fair","CBlock","Typical","Typical","No","Rec",6,"Unf",0,638,1296,"GasA","Typical","Y","SBrkr",1496,0,0,1496,0,0,2,0,3,1,"Good",6,"Typ",0,"No_Fireplace","Attchd",1960,"RFn",2,450,"Typical","Typical","Paved",0,22,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,2,2008,"WD ","Normal",-93.6285065,42.0380577,141500
534477080,"One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",80,9600,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_and_Half_Fin","Above_Average","Average",1950,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","BLQ",2,"Unf",0,752,1032,"GasA","Typical","Y","FuseA",1032,220,0,1252,0,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd",1950,"Unf",1,288,"Typical","Typical","Paved",0,0,96,0,0,0,"No_Pool","No_Fence","None",0,4,2008,"WD ","Abnorml",-93.622644,42.036178,119000
534477090,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,9600,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Very_Good",1950,2006,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Good","CBlock","Typical","Typical","No","BLQ",2,"Rec",308,232,572,"GasA","Good","Y","SBrkr",1337,0,0,1337,1,0,1,0,3,1,"Good",7,"Typ",1,"Good","Attchd",1950,"RFn",1,264,"Typical","Typical","Paved",0,192,0,0,0,0,"No_Pool","No_Fence","None",0,9,2008,"WD ","Normal",-93.622644,42.036102,141500
534477270,"Split_or_Multilevel","Residential_Low_Density",80,9600,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","SLvl","Above_Average","Above_Average",1955,1996,"Hip","CompShg","AsbShng","AsbShng","None",0,"Typical","Typical","CBlock","Typical","Typical","Av","BLQ",2,"Unf",0,161,992,"GasA","Good","Y","SBrkr",1661,0,0,1661,1,0,1,0,3,1,"Good",8,"Typ",1,"Typical","BuiltIn",1955,"RFn",1,377,"Typical","Typical","Paved",0,28,0,0,178,0,"No_Pool","Minimum_Privacy","None",0,10,2008,"WD ","Normal",-93.623556,42.03713,165500
534479150,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",63,7584,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Artery","Norm","OneFam","One_Story","Average","Average",1953,1953,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",88,"Typical","Typical","CBlock","Typical","Typical","No","LwQ",4,"Unf",0,505,1036,"GasA","Excellent","Y","SBrkr",1036,0,0,1036,0,0,1,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","Attchd",1953,"RFn",1,312,"Typical","Typical","Paved",120,24,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,6,2008,"WD ","Normal",-93.620487,42.034679,112900
535103050,"Two_Story_1946_and_Newer","Residential_Low_Density",0,13700,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","Two_Story","Good","Above_Average",1965,1988,"Gable","CompShg","VinylSd","VinylSd","Stone",288,"Typical","Typical","CBlock","Typical","Typical","Gd","ALQ",1,"Unf",0,410,864,"GasA","Typical","Y","SBrkr",902,918,0,1820,0,0,1,2,4,1,"Good",8,"Typ",2,"Good","Attchd",1965,"Unf",2,492,"Typical","Typical","Paved",60,84,0,0,273,0,"No_Pool","Good_Privacy","None",0,5,2008,"WD ","Normal",-93.6167,42.048952,201800
535104020,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,10197,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Average",1961,1961,"Gable","CompShg","WdShing","Wd Shng","BrkCmn",491,"Typical","Typical","CBlock","Typical","Typical","No","ALQ",1,"Rec",374,700,1362,"GasA","Typical","Y","SBrkr",1362,0,0,1362,1,0,1,1,3,1,"Typical",6,"Typ",1,"Typical","Attchd",1961,"Unf",2,504,"Typical","Typical","Paved",0,20,0,0,0,0,"No_Pool","No_Fence","None",0,6,2008,"COD","Normal",-93.616552,42.047782,163000
535105030,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",75,7875,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Above_Average",1961,1961,"Gable","CompShg","VinylSd","VinylSd","BrkFace",136,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"Unf",0,572,1144,"GasA","Good","Y","SBrkr",1144,0,0,1144,1,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd",1961,"Unf",2,456,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","Good_Wood","None",0,9,2008,"WD ","Normal",-93.6178602,42.0470858,139950
535105060,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,8400,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Excellent",1962,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",237,"Good","Good","CBlock","Typical","Typical","No","Unf",7,"Unf",0,1319,1319,"GasA","Typical","Y","SBrkr",1537,0,0,1537,1,0,1,1,3,1,"Good",7,"Typ",1,"Good","Attchd",1962,"RFn",2,462,"Typical","Typical","Paved",0,36,0,0,0,0,"No_Pool","Good_Privacy","None",0,7,2008,"COD","Abnorml",-93.6169916,42.0470799,174000
535105090,"Split_or_Multilevel","Residential_Low_Density",101,9150,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","North_Ames","Norm","Norm","OneFam","SLvl","Above_Average","Average",1962,1962,"Gable","Tar&Grv","Plywood","Plywood","BrkFace",305,"Typical","Typical","CBlock","Good","Typical","Gd","GLQ",3,"Unf",0,728,1099,"GasA","Good","Y","SBrkr",1431,0,0,1431,0,1,1,0,3,1,"Typical",6,"Typ",1,"Good","Basment",1962,"RFn",1,296,"Typical","Typical","Paved",64,110,0,0,0,0,"No_Pool","No_Fence","None",0,12,2008,"WD ","Normal",-93.615685,42.046935,165000
